undergrad_uni,undergrad_uni_tier
sri venkateawara college ,3
"St Joseph college of Engineering, Vamanjoor",3
"Prof. Ram Meghe College of Engineering & Management, Badnera",3
Svit vasad,3
"California State University, East Bay",2
Sal college of engineering ,3
Thakur College of Engineering and Technology,3
National Insitute of Technology,2
Sree Vidyanikethan Engineering College,3
"Rajarambapu Institute of Technology, Islampur",3
Technocrats Institute of Technology & Science,3
parshvanath college of engineering,3
"Sri Madhwa Vadiraj Institute Of Technology And Management, Bantakal ",3
college of engineering and technolo...,3
Alliance School of Law,2
Indian Institute of Technology Tirupati ,1
amity university,2
IIT BHU,1
K.K Wagh ,3
J.B.Institute of Engineering ,3
"Pearl Academy, Mumbai",2
Jis University,3
University of Dhaka,2
St. Francis Institute of Technology ,3
University of Delhi,2
velammal institute of technolog,3
DAIICT,2
p.e.s modern college,3
G. Narayanamma Instutute of Technology ans Science for,3
Vivekanand Education Society's College of Pharmacy ,3
Tolani College of Commerce,3
university of Illinois at Chicago,2
GM institute of technology DVg,3
Vignan Institute of Information Technology,3
Lakireddy Balireddy College of Engineering,3
Gautam Buddha University,2
Jaypee University of Information Technology,2
University of Houston - Clear Lake,3
university of south alabama,3
KSIT ,3
Atmiya Institute of Technology and Science,3
"TSSM's Bhivarabai Sawant College Of Engineering And Research, Narhe",3
JSPM Narhe Technical Campus,3
R M D ENGINEERING COLLEGE,3
shiv nadar university,2
IIIT Sricity,2
"hemchandracharya north gujarat university, patan, Patan",3
SRK INSTITUTE OF TECHNOLOGY,3
Nalla Malla Reddy Engineering college ,3
limkokwing university of creative technology,3
university of Khartoum,2
"Government College of Engineering, Tirunelveli",2
SIES GST,3
MBSCET,3
JECRC University,3
Chittagong University of Engineering and Technology,2
Suprabhath College of Engineering and Technology,3
Progressive education society Modern college of engineering,3
eastern Illinois University,3
The New College ,3
Pune International School,3
Joshi bedekar college,3
Cummins college of engineering,3
SVKM Usha Pravin Gandhi College of management,3
Mnr dental college and hospital,3
Assam Engineering College,2
Sri Krishnadevaraya University,3
godavari institute of engineering ,3
"Jawaharlal Nehru technological university, Kakinada",2
himalyan university,3
Anant Institute of Architecture,3
R.M.K COLLEGE OF AND TECHNOLOGY,3
Pillai College Of Architecture,3
seacom engineering college,3
Dr. Akhilesh Das Gupta Institute Of Technology and Management,3
APIED,3
rimt maharaja aggarsen engineering college mandigobindgarh,3
Surya school of engineering and technology,3
Kathmandu University School of Management ,2
Siddaganga Institute Of Technology,3
SRM UNIVERSITY Amaravati ,2
Osmania University  ,2
Swami Vivekanand College of Science & Technology,3
Terna Public Charitable Trust Collage of Enggineering Osmanabad ,3
university institute of chemical technology ,1
"Dr.D.Y.Patil Institute of Engineering Management and Research, Akurdi",3
Gurukul Institute of Engineering & Technology,3
NYU,1
UCSD,1
University of Hyderabad,2
Nagindas Khandwala,3
IISER Mohali,1
"St. Joseph's College Of Engineering, Anna University",3
RMK Engineering College,3
"Indian Institute of Information Technology, Bhagalpur",2
msrit,2
University of Sharjah,2
RN Modi Engineering College,3
CSIR-CECRI,3
Sree Vidyaniketan Engineering College,3
St.Vincent Pallotti College of Engineering & Technology,3
Mahakal Institute of Technology & Management,3
Savitribai Phule Pune University,2
Teegala Krishna Reddy Engineering College,3
STATE INSTITUTE OF ENGINEERING AND TECHNOLOGY,3
PRIST U,3
K. R. Mangalam University ,3
Uiet ,3
Greater Kolkata college of engineering and management ,3
k.j somaiya,2
Charotar University of Technology Changa,3
"National Institute of Advanced Manufacturing Technology, Ranchi",2
Shri G. S. Institute Of Technology And Science,2
Nyss Datta Meghe College Of Engineering,3
"Jawaharlal Nehru Institute Of Technology, Pulivendula",3
Lahore School of Economics,2
"DY Patil Institute Of Engineering & Technology, Pimpri",3
DIT University,3
AVN Instituteof Engineering And Technology,3
Marthwada mitra Mandal college of engineering,3
PRMIT,3
govt s k sj t i,3
random,3
Rajarambapu Institute of Technology,3
Vaishnavi School Of Architecture And Planning,3
Kingston Engineering College,3
Annasaheb Chudaman patil college of engineering,3
west bengal university of technology,2
"bharati vidhyapeeth college of engineering, navi mumbai",2
Government Dental College and Hospital. ,2
"D.Y.Patil College of Engg,Akurdi, Pune",2
Scsvmv university,3
"Sri Ram Engineering College , Veppampattu",3
College Of Engineering Adoor,3
Northeastern university,1
"Sri Sairam Engineering College , West Tambaram, Chennai",3
Podar International School,3
Seattle University,2
Clarkson University,2
LD College of Engineering,2
"Government Engineering College,Thrissur,Kerala,India, Thrissur",2
St. Josephs college of engineering,3
University of Mines and Technology,2
"G. N. KHALSA COLLEGE , MATUNGA",3
Duquesne University ,2
"Sri Ramanujar Engineering College , Vandalur",3
Guru Nanak Institutions Technical Campus ,3
johns hopkins,1
Anna Adarsh College,3
IIT Palakkad,1
jawaharlal nehru memorial school,3
SVITS,3
Puranchandra,3
MIT Pune,2
JSSATE,2
Rajiv Gandhi College of Engineering and Technology,3
universal college,3
Embry Riddle Aeronautical University ,2
Viswanadha institute of technology and management,3
ITER,2
gec modasa,3
University if Dayton,2
Vidya Academy Of Science and technology,3
jntuh college of engineering sulthanpur,3
Noakhali Science and Technology university  ,3
SIES,2
Illinois institute of technology,2
PICT,2
Vignan’s Foundation of Science technology and research ,3
National institute of technology Andhra pradesh,2
st.peters engineering college hyderabad,3
texas A&M University commerce ,3
CMR College of Engineering & Technology,3
TJIT,3
rajagiri,3
Sri Harshini Degree College,3
Maharaja Agrasen Institute of Technology,2
sigma institute of technology,3
Amina Institute Of Technology,3
"laxminarayan institute of technology, nagpur, Nagpur",2
IIT Bhubaneshwar,1
IIITDM Kancheepuram,2
A.I.S.S.M.S college Of Engineering,3
"Vivekanand education society of institute technology, chembur",2
Renaissance college of commerce and management ,3
Koneru Lakshmaiah Education Foundation,3
Dr. A.P.J Abdul Kalam Technical University,2
"College of Engineering and Technology ,Akola",3
st. peters institute of Pharmaceutical sciences,3
"National Institute of Technology, Uttarakhand",2
sri mittapalli college of engineering,3
BMS INSTITUTE OF TECHNOLOGY,2
jntu anantapur ,2
K.J.Somaiya,2
YMCAUST ,2
Stanford,1
Keshav Memorial Institute Of Technology,3
Vesit,2
Vaagdevi Engineering College,3
National Kaohsiung University of Science and Technology,2
Dayananda Sagar College of engineering,2
"Government Engineering College, Barton Hill",3
Vignan Nirula Institute of Technology and Science for Women,3
GGSIPU,2
pulchowk engineering,2
G.narayanamma institute of technology and science,3
Nagarjuna University,3
Vignan’s Lara Institute of Technology,3
Trinity academy,3
"Dhanlakshmi College of Engineering , Manimangalam",3
"Dr. D. Y. Patil College of Engineering, Akurdi, Pune",3
Manipal Institute of Technology,2
Gudlavalleru Engineering College,3
Netaji Subhas University of Technology,2
"Sri padmavathi mahila visvavidyalayam, tirupati",3
klu,2
Maharaja Krishnakumarsinhji Bhavnagar University,3
"Lokmanya Tilak College of Engineering , Koparkhairane",3
KLU,2
McGill University,1
university bdt college of engineering,3
"Indian Institute of Information Technology , Sri city",2
Uttarakhand technical university,3
Dr Apj Abdulkalam University Indore,3
"C K Pithawala College of Engineering and Technology, Surat",3
Kj Somaiya college of engineering,3
STJ Institute Of Technology,3
Pune University,2
"Ramrao Adik Institute of Technology,nerul",3
MIT Manipal,2
"DY Patil College Of Engineering, Akurdi",3
Pillai college of arts commerce and science ,3
O.P. JINDAL GLOBAL UNIVERSITY ,2
"GD Goenka university, Sohna",3
Stmartins engineering college,3
Thadomal Shahani Engineering College,3
QIS Institute Of Technology,3
Dhanekula Institute of Engineering & Technology ,3
Rutgers Business School,2
Assam Don Bosco University,3
"PICT, Pune",3
Carmel Convent School ,3
"IOE, Western Region Campus, TU",2
Gandhinagar Institute Of Technology,3
l r tiwari college of engineering,3
The National Institute of Engineering,3
Bharati Vidyapeeth College of Architecture,3
"pillais college of hoc college of engineering,rasayani",3
Ambala College Of Engineering And Applied Research,3
Annamalai University,3
Hindustan Institute of Technology,3
Hindustan College of Engineering and Technology,3
jagarlamudi kuppuswamy chowdary college,3
Vedica College Of Pharmacy,3
Future Institute of Engineering ,3
Rai University,3
IIT ISM Dhanbad,1
L.D.R.P.-I.T.R.,3
s r k r engineering college,3
Sai vidya institute of technology ,3
FR CONCEICAO RODRIGUES INSTITUTE OF TECHNOLOGY,3
Vignan's Institute of Information Technology,3
"NAGESH KARAJGI ORCHID COLLEGE OF ENGINEERING AND TECHNOLOGY,SOLAPUR",3
NSS College of Engineering,3
khulna university of engineering and technology ,2
"Institute of technology and management universe, Vadodara",3
BV Bhoomaraddi College Of Engineering And Technology,3
Keshav Memorial Institute of Technology,3
The Northcap University,3
National Tsing Hua University,1
Goa University,3
vidyavardhaka college of engineering,3
skct,3
IGIT Sarang,3
University of Alabama at Huntsville,2
Sreyas Institute of Engineering and Technology,3
P.R patil college of engg and technology,3
Shri Sad Vidya Mandal Institute Of Technology,3
Lynn University ,3
"KJ's Trinity College Of Engineering And Research, Pisoli",3
KSRM College of Engineering,3
kakinada institute of engineering and technology,3
Prof Ram Meghe Institute of Technology and Research Badnera,3
"rural dental college , Loni",3
"Government Engineering College, Aurangabad",3
"N.C.College of Engineering, Israna,Panipat,Haryana",3
Ahmedabad Management Association,3
"K.J Somaiya college of Engineering,Vidyavihar",3
Sree Kavitha Engineering College,3
New Horizon College of Engineering,3
KIIT UNIVERSITY,2
Javaharlal nehru techincal univerity,2
Rajiv Gandhi Technical University ,2
LNCT-S Bhopal ,3
Guru Nanak Institute Of Technology,3
Apex International Institute of Technology,3
MGM's Jawaharlal Nehru Engineering College,3
MVSR engineering college,3
"K K WAGH INSTITUTE OF ENGINEERING EDUCATION AND RESEARCH, NASIK, Nashik",3
Maulana Abul Kalam Azad University of Technology,2
SS AGRAWAL COLLAGE NAVSARI,3
prestige institute  of management and research,3
Medicaps Institute of Science & Technology,3
Holymary Institute Of Technology And Science,3
university of south florida,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",2
university of Cincinnati,2
 DR D.Y. patil college of Physiotherapy,3
Sacred Heart College Kochi,3
"Srinivasa Institute Of Engineering  And Technology, Amalapuram",3
The Tamilnadu Dr. MGR Medical university,3
SASTRA University ,2
Sri krishna college of technology,3
"Gitanjali School , Hyderabad",3
Goa College of Engineering,3
Zakir Hussain College Of Engineering ,3
"Mahatma Gandhi Missions College of Engineering and Technology, Kamothe, Navi Mumbai",3
Birla Institute of Technology ,2
vidya vardhaka college of engineering mysooru,3
"Srishti Institute of Art, Design and Technology",3
"DYPCOE, Akurdi",3
Delhi Technological University,2
IET Lucknow,3
University of Pennsylvania,1
Institute of Engineering and Technology - Ahmedabad University ,3
Indian Institute of Information Technology Kottayam ,2
Oriental Institute of Science & Technology,3
United college of engineering and research,3
railway degree college,3
Indian Institute of Technology Bhubaneswar ,1
Sreyas institute of engineering and technology,3
sreenivasa institute of technology and management studies,3
Chandigarh University,2
Alliance University,3
Vellore Institute of Technology  - Bhopal,3
Indian Institute of Technology Delhi,1
SZABIST,2
Deogiri college,3
Koustuv Institute of Self Domain,3
College of Engineering Guindy,2
V.V.P. ENGINEERING COLLEGE,3
FR CONCEICAO RODRIGUES INSTITUE OF TECHNOLOGY,3
Lendi Institute Of Engineering & Technology,3
"Maharashtra Institute Of Technology , Aurangabad",3
JNEC,3
thadomal shahani xollege,3
"KKWIEER,",3
Vel tech engineering college,3
Nanhi Pari Seemant Engineering Institute ,3
Yeshwantrao Chavan College of Engineering,3
"NMIMS Mukesh Patel School of Technology and Management, Vile Parle, Mumbai",2
Sri Venkateshwara college of engineering and technology,3
IOE Pulchowk Campus,2
JNTUH COLLEGE OF ENGINEERING SULTHANPUR,2
Nannapaneni Venkat Rao engineering college,3
Fast-Nu Isb,2
Dms svh,3
Universidad Católica ,2
"K J Somaiya College of Engineering, Mumbai",2
Vijaya Vittala Institute Of Technology,3
Sikkim Manipal Institute DE,3
University College of Engineering  RTU  Kota,2
pragati engineering college,3
chhatrapati shahu ji maharaj university,3
Dayananda Sagar College of Engineering,2
Gurunanak Institute Of Technology ,3
"bapatla engineering college,baptla",3
SV University,2
JAWAHARLAL NEHRU ARCHITECTURE AND FINE ARTS UNIVERSITY ,2
BMS school of architecture,2
Atharva,3
"Smt. Indira Gandhi College Of Engineering, Koparkhairane",3
Symbiosis Institute of Computer Studies and Research,2
St. Xavier's School,3
Dr.D.Y.PATIL School Of Engineering Lohegaon Pune,3
UMass Dartmouth ,2
Central University of Tamil Nadu,2
James Cook University,2
Andhra University,2
ramarao adik institute of technology,2
"Jain Degree College, Belgaum",3
Believers church Caarmel engineering college,3
Valparaiso,2
Chameli Devi Group of Institutions,3
"Amity University, Mumbai",2
"BR Harne College Of Engineering & Technology, Ambernath",3
North west missouri state,2
D Y Patil University School of Biotechnology and Bioinformatics,3
